id,question,answer,score
021d259d-7309-4213-a626-997613439732,"20 years old female from Bihar with erythematous lesion on cheek with central crusting, likely diagnosis:","Cutaneous leishmaniasis (oriental sore), suggested by the endemic region (Bihar) and a nodulo-ulcerative “volcano” lesion with central crusting.",1
6c9d5ab6-0b9b-4d2c-98ed-3d9ca1f55036,"After repeated infections manifested by cough, fever, and consolidation in lungs, the diagnosis of intralobar sequestration was established for a child. Sequestration of lung is seen MOST commonly in?",Left lower lobe—particularly the posterior basal segment—is the most common site of pulmonary (intralobar) sequestration.,1
9f08fb1f-67fb-46fa-8d12-7c97213fe2c1,"A 20-year-old female presents with excess facial hair and oligomenorrhea, increased levels of free testosterone, and normal ovaries on USG. Most likely diagnosis is:","Polycystic ovary syndrome (PCOS) — she meets Rotterdam criteria with oligomenorrhea and biochemical hyperandrogenism, even if the ovarian ultrasound is normal.",0.5
d20181aa-c211-4260-8bf2-94421a4ba74f,A 17 years male presented with swelling in the cheek with recurrent epistaxis. Most likely diagnosis is,"Juvenile nasopharyngeal angiofibroma (JNA) — a benign but highly vascular tumor seen in adolescent males, presenting with recurrent epistaxis and facial/cheek swelling.",1
81f94fe0-576f-491a-945b-35c2fc9008de,What is the ideal treatment for a 55 yr female with Simple Hyperplasia of endometrium with Atypia?,"Total hysterectomy with bilateral salpingo-oophorectomy is the preferred treatment for atypical endometrial hyperplasia in a 55-year-old. If surgery is contraindicated, use high-dose progestin therapy (e.g., LNG-IUS) with close surveillance.",0.75
f6dea44b-fd89-4db3-84c2-d2500a2a59b0,A child presents with sho episodes of vacant stare several times a day. The vacant episode begins abruptly and the child remains unresponsive during the episode. There is no associated history of aura or postictal confusion and the child is otherwise normal. The likely diagnosis is,"Typical absence seizures (childhood absence epilepsy/petit mal). They are brief staring spells with abrupt onset/offset, no aura or postictal confusion; EEG shows 3‑Hz spike-and-wave and hyperventilation can provoke them.",1
798102be-d1e1-46d8-ad78-6f36250b545e,"A young, tall, thin male with arachnodactyly has ectopia lentis in both eyes. The most likely diagnosis is","Marfan syndrome. It’s an autosomal dominant fibrillin-1 (FBN1) disorder classically causing tall, thin habitus with arachnodactyly and bilateral ectopia lentis (often superotemporal lens subluxation).",1
8e17ad95-a764-4105-ba2b-0d1b804ace27,"A 70 year old alcoholic presents with abdominal pain, lump in the RUQ and weight loss. No history of upper or lower Gl symptoms. USG shows 10 x 10 cm mass in the right lobe of liver. Which serum marker will be helpful in diagnosis?",Serum alpha-fetoprotein (AFP) — elevated levels support the diagnosis of hepatocellular carcinoma in this setting.,1
794cd01b-d91f-47b9-9302-3daf81d48770,"A 40 year old diabetic presents with blackish nasal discharge and a mass in the nose, likely diagnosis is:","Rhinocerebral (rhino-orbito-cerebral) mucormycosis—an angioinvasive fungal infection seen in diabetics, often causing black nasal discharge and eschar.",0.9
e0ca5a07-a1ad-499c-a92d-719a7ff1af01,"A mother brings her child to clinic with short stature. On examination following physical findings are seen. Doctor advises for the below investigations. Calcium - Normal, Phosphorous - Increased, PTH - Increased, Alvaline Phosphatase - Increased. What is the most probable diagnosis","Renal rickets (renal osteodystrophy) due to chronic kidney disease with secondary hyperparathyroidism.  
Normal calcium with elevated phosphate, PTH, and alkaline phosphatase fits CKD-related rickets rather than nutritional/Vit D–dependent forms.",0.8
3831c897-090e-48df-b5cb-fb5fde4010e8,"A patient presents in emergency in shock, with a history off fleshy mass protruding from vagina with heavy bleeding PV. She had history of delivery at home 1 hour back by a health worker with a history of difficulty in placental removal and 'Uterine handling'. Most probable diagnosis is?","Acute puerperal uterine inversion.  
The history of difficult placental removal/uterine handling with shock and a fleshy mass protruding per vaginam is classic.",1
591ef581-1e5e-4a97-b6b6-8d445ee08064,A patient with hypeension presents with following skin lesions. What is the diagnosis?,"I can’t tell without seeing the lesions—please upload the image or describe them. In hypertensive patients on meds, violaceous, flat‑topped itchy papules would suggest lichen planus/lichenoid drug eruption.",0.5
1dd90da6-8ea2-4190-91a2-6df219267ddb,A 4 year boy complaining of pain around elbow which is held in pronation with extension and normal X ray. What is the probable diagnosis?,"Nursemaid’s elbow (radial head subluxation due to annular ligament entrapment), which typically has a normal X‑ray.",1
dccc20a4-6f29-4123-b06a-034b801eda63,A 8 year old boy presents with recurrent pneumonia since birth. The boy had a history of delayed passage of Meconium at  birth. Probable diagnosis is,Cystic fibrosis. The delayed passage of meconium (meconium ileus) and recurrent sinopulmonary infections are classic for CF.,1
81bfe945-a8e2-4515-8d5f-f4f7651f2594,"A 17 year old girl was brought to the psychiatrist by her mother with history that she was repeatedly found vomiting in the bathroom after taking meals, and that her meal size was extremely small. On examination the BMI of patient was 15 kg/m2 and her knuckles showed callous formation. What is the likely diagnosis?","Anorexia nervosa, binge/purge subtype. The low BMI (15) with self-induced vomiting and Russell’s sign distinguishes it from bulimia nervosa.",1
ef0def21-ff48-43cf-8707-78bc7d95725f,Laproscopic procedure patient develops shoulder pain due to -,"Referred shoulder-tip pain from diaphragmatic/peritoneal irritation by insufflated CO₂ (pneumoperitoneum), mediated via the phrenic nerve (C3–C5).",0.5
9f82d569-602a-40a7-9728-da34eac4a2b3,"A middle-aged man presents with a lower jaw swelling. Clinically, there is expansion of the left ramus and the X-ray mandible shows soap bubble appearance. What is the clinical - diagnosis?","Ameloblastoma (adamantinoma) of the mandible.  
The multilocular “soap-bubble” radiolucency with expansion of the posterior mandible/ramus is classic.",1
266bed38-35b3-4ebb-9378-98dd0f5d807f,Dohlman's procedure is used in,Dohlman’s procedure is used to treat a pharyngeal pouch (Zenker’s diverticulum) by endoscopic division of the common wall/cricopharyngeal bar.,1
ce0f2596-99d0-4ef5-9903-e4c2a9e7ec04,The number of days required for diagnosis of hypomania is:-,At least 4 consecutive days.,1
e531716e-a225-4bda-95f0-0ab6a8b7de42,30 year old young male came with sudden onset visual loss with no h/o trauma and the fundus details cant be appreciated with no significant systemic history. The other eye has evidence of sheathing of vessels in periphery. A diagnosis of Eale's disease is made. The most common presenting symptom of this disease is,"Painless, sudden visual loss with floaters due to recurrent vitreous hemorrhage is the most common presenting symptom.",0.9
221657a0-71b8-4e1d-980b-9f70539e7295,"A young female came to surgery OPD with bilateral breast mass. On examination, mass was firm and mobile. What is the diagnosis on the basis of findings","Fibroadenoma of the breast (“breast mouse”)—a benign, firm, well-circumscribed, highly mobile mass common in young women and often bilateral.",1
763705cb-d475-4eb1-a5b8-30849890680c,In serial extraction procedure if maxillary 1st premolar is extracted then maxillary canine erupts in direction,"Downward and distally (backward), erupting into the extraction space created by the first premolar.",0.9
3f8df8a1-2624-4149-996f-8b25e655a6b6,A 14 year old boy present with headache fever and cough for 2 days. Sputum is scant and non purulent and gram stain reveals many white cells but no organisms. The treatment should be initiated with,Start a macrolide for suspected atypical (Mycoplasma) pneumonia—azithromycin is preferred (erythromycin is an alternative).,0.5
97cac6f1-7b82-4089-ab2c-c676730e79fd,"A  60-year-old  woman  complained  of  weakness,  lethargy  and  easy  fatigability.  Investigation showed that she had iron deficiency anaemia (Hb. 8 g/dl). She was prescribed cap. ferrous fumarate 300 mg twice daily. She returned after one month with no improvement in symptoms. Her Hb. level  was  unchanged.  On  enquiry  she  revealed  that  she  felt  epigastric  distress  after  taking  the iron  capsules,  and  had  started  taking  antacid  tablets  along  with  the  capsules. What could be the possible reason for her failure to respond to the oral iron medication?","She took antacids with the iron, which neutralize gastric acid and form insoluble complexes with ferrous iron, markedly reducing its absorption and preventing a rise in hemoglobin.",0.7
e652bd26-b1c8-49ba-80c9-e8901d1918ef,"A 4 years child presents with a history of chronic left lower lobe pneumonitis. On contrast bronchography, the area involved with the pneumonitis does not fill whereas the area around it does fill. The most likely diagnosis –","Pulmonary sequestration (intralobar), most often in the left lower lobe—non-filling on bronchography reflects lack of bronchial communication.",1
ceddf762-e410-4835-85f8-5319a40af431,"A 24 year old underweight woman presents to you with progressive abdominal discomfo, dyspnoea, nausea and vomiting. Abdominal examination revealed cystic enlargement of ovaries. Relevant investigations results are as follows: Hematocrit - 57% Total count - 25000 /mm3 RFT -Impaired LFT - Mildly impaired USG - Massive ascites Serum peak oestradiol- 9000 pg/ ml X ray chest - shows pulmonary oedema History revealed that she had polycystic ovarian disease (PCOD) and was on treatment for infeility. She had received an injection last week from her infeility specialist. What is your diagnosis?","Severe (critical) ovarian hyperstimulation syndrome (OHSS) following gonadotropin/hCG therapy for infertility, evidenced by hemoconcentration, massive ascites, pulmonary edema, and renal impairment.",1
aff16eab-f4f4-4767-ac14-f16ab8dcdafb,"A 27-year old primigravida presented to the OPD with pregnancy induced hypeension at 32 weeks of gestation. She had no other complications. On examination she had a blood pressure of 150/100 mm of Hg. Her blood pressure was later controlled with treatment. lf there are no complications, the pregnancy should be terminated at?","At 37 completed weeks of gestation, assuming no severe features or complications develop. Earlier delivery is indicated if maternal or fetal status worsens.",1
4a9ce7e9-2bb8-4963-888d-5df043a436ac,"A 45 year male presents with delirium, increased body temperature, dryness, dilated pupils and HR 130/min. Possible diagnosis:","Anticholinergic toxidrome (e.g., atropine or antihistamine poisoning). The hot, dry skin, mydriasis, delirium, and tachycardia fit this better than a sympathomimetic state (which is usually sweaty).",0.9
