id,question,answer,score
798102be-d1e1-46d8-ad78-6f36250b545e,"A young, tall, thin male with arachnodactyly has ectopia lentis in both eyes. The most likely diagnosis is",The most likely diagnosis is Marfan Syndrome.,1
8e17ad95-a764-4105-ba2b-0d1b804ace27,"A 70 year old alcoholic presents with abdominal pain, lump in the RUQ and weight loss. No history of upper or lower Gl symptoms. USG shows 10 x 10 cm mass in the right lobe of liver. Which serum marker will be helpful in diagnosis?","The serum marker alpha-fetoprotein (AFP) would be helpful in diagnosing hepatocellular carcinoma, which could present with the mentioned symptoms and ultrasound findings.",1
794cd01b-d91f-47b9-9302-3daf81d48770,"A 40 year old diabetic presents with blackish nasal discharge and a mass in the nose, likely diagnosis is:","The likely diagnosis is Mucormycosis, also known as black fungus, which is a serious but rare fungal infection often seen in diabetic patients.",1
e0ca5a07-a1ad-499c-a92d-719a7ff1af01,"A mother brings her child to clinic with short stature. On examination following physical findings are seen. Doctor advises for the below investigations. Calcium - Normal, Phosphorous - Increased, PTH - Increased, Alvaline Phosphatase - Increased. What is the most probable diagnosis","The most probable diagnosis is Secondary Hyperparathyroidism, likely due to renal disease.",0.5
3831c897-090e-48df-b5cb-fb5fde4010e8,"A patient presents in emergency in shock, with a history off fleshy mass protruding from vagina with heavy bleeding PV. She had history of delivery at home 1 hour back by a health worker with a history of difficulty in placental removal and 'Uterine handling'. Most probable diagnosis is?",The most probable diagnosis is uterine inversion.,1
591ef581-1e5e-4a97-b6b6-8d445ee08064,A patient with hypeension presents with following skin lesions. What is the diagnosis?,"As an AI, I need more specific information about the type, appearance, and location of the skin lesions to make a suggestion. Please provide more details.",0.3
1dd90da6-8ea2-4190-91a2-6df219267ddb,A 4 year boy complaining of pain around elbow which is held in pronation with extension and normal X ray. What is the probable diagnosis?,"The probable diagnosis for the boy could be ""Nursemaid's Elbow,"" also known as Radial Head Subluxation.",0.5
dccc20a4-6f29-4123-b06a-034b801eda63,A 8 year old boy presents with recurrent pneumonia since birth. The boy had a history of delayed passage of Meconium at  birth. Probable diagnosis is,"The probable diagnosis is Cystic Fibrosis, a genetic disorder that causes persistent lung infections and impacts digestion.",1
81bfe945-a8e2-4515-8d5f-f4f7651f2594,"A 17 year old girl was brought to the psychiatrist by her mother with history that she was repeatedly found vomiting in the bathroom after taking meals, and that her meal size was extremely small. On examination the BMI of patient was 15 kg/m2 and her knuckles showed callous formation. What is the likely diagnosis?","The likely diagnosis is anorexia nervosa with a behavior of self-induced vomiting, also known as bulimia nervosa. The calloused knuckles suggest that she uses her fingers to induce vomiting, a sign called Russell's sign.",0.8
ef0def21-ff48-43cf-8707-78bc7d95725f,Laproscopic procedure patient develops shoulder pain due to -,"The shoulder pain after a laparoscopic procedure is usually due to the residual carbon dioxide gas used during the surgery, which can irritate the diaphragm and cause referred pain in the shoulder area.",0.7
9f82d569-602a-40a7-9728-da34eac4a2b3,"A middle-aged man presents with a lower jaw swelling. Clinically, there is expansion of the left ramus and the X-ray mandible shows soap bubble appearance. What is the clinical - diagnosis?","The described symptoms and radiographic appearance suggest Ameloblastoma, a rare benign tumor of the jaw.",0.8
266bed38-35b3-4ebb-9378-98dd0f5d807f,Dohlman's procedure is used in,"Dohlman's procedure is used in treating severe cases of corneal disease, as it is a type of corneal transplant surgery.
",0
ce0f2596-99d0-4ef5-9903-e4c2a9e7ec04,The number of days required for diagnosis of hypomania is:-,Hypomania is diagnosed when elevated mood or irritable symptoms persist for at least four consecutive days.,1
e531716e-a225-4bda-95f0-0ab6a8b7de42,30 year old young male came with sudden onset visual loss with no h/o trauma and the fundus details cant be appreciated with no significant systemic history. The other eye has evidence of sheathing of vessels in periphery. A diagnosis of Eale's disease is made. The most common presenting symptom of this disease is,The most common presenting symptom of Eale's Disease is sudden or gradual vision loss.,0.5
221657a0-71b8-4e1d-980b-9f70539e7295,"A young female came to surgery OPD with bilateral breast mass. On examination, mass was firm and mobile. What is the diagnosis on the basis of findings","The possible diagnosis could be fibroadenoma based on the description of the mass as firm and mobile. However, other investigations like imaging and biopsy would be needed to confirm.",0.9
763705cb-d475-4eb1-a5b8-30849890680c,In serial extraction procedure if maxillary 1st premolar is extracted then maxillary canine erupts in direction,"In serial extraction, if the maxillary first premolar is extracted, the maxillary canine usually erupts in a more mesial (forward) direction because of the additional space provided.",0.5
3f8df8a1-2624-4149-996f-8b25e655a6b6,A 14 year old boy present with headache fever and cough for 2 days. Sputum is scant and non purulent and gram stain reveals many white cells but no organisms. The treatment should be initiated with,"Antipyretics and fluids for fever and headache, as well as over-the-counter cough medications. Antibiotics may not be necessary due to the absence of organisms on gram-stain, indicating this may be a viral infection. Consult a healthcare professional for further guidance.",0.6
97cac6f1-7b82-4089-ab2c-c676730e79fd,"A  60-year-old  woman  complained  of  weakness,  lethargy  and  easy  fatigability.  Investigation showed that she had iron deficiency anaemia (Hb. 8 g/dl). She was prescribed cap. ferrous fumarate 300 mg twice daily. She returned after one month with no improvement in symptoms. Her Hb. level  was  unchanged.  On  enquiry  she  revealed  that  she  felt  epigastric  distress  after  taking  the iron  capsules,  and  had  started  taking  antacid  tablets  along  with  the  capsules. What could be the possible reason for her failure to respond to the oral iron medication?","The likely reason for her failure to respond to the oral iron medication is due to her concurrent use of antacids. Antacids can reduce the absorption of iron from the stomach, thus hindering the effectiveness of the iron supplement.",0.5
e652bd26-b1c8-49ba-80c9-e8901d1918ef,"A 4 years child presents with a history of chronic left lower lobe pneumonitis. On contrast bronchography, the area involved with the pneumonitis does not fill whereas the area around it does fill. The most likely diagnosis –",The most likely diagnosis is bronchial atresia.,0
ceddf762-e410-4835-85f8-5319a40af431,"A 24 year old underweight woman presents to you with progressive abdominal discomfo, dyspnoea, nausea and vomiting. Abdominal examination revealed cystic enlargement of ovaries. Relevant investigations results are as follows: Hematocrit - 57% Total count - 25000 /mm3 RFT -Impaired LFT - Mildly impaired USG - Massive ascites Serum peak oestradiol- 9000 pg/ ml X ray chest - shows pulmonary oedema History revealed that she had polycystic ovarian disease (PCOD) and was on treatment for infeility. She had received an injection last week from her infeility specialist. What is your diagnosis?","The symptoms, history, and examination findings suggest she may be suffering from Ovarian Hyperstimulation Syndrome (OHSS), a condition often seen due to hormone injections used during in-vitro fertilization (IVF) treatments.",1
aff16eab-f4f4-4767-ac14-f16ab8dcdafb,"A 27-year old primigravida presented to the OPD with pregnancy induced hypeension at 32 weeks of gestation. She had no other complications. On examination she had a blood pressure of 150/100 mm of Hg. Her blood pressure was later controlled with treatment. lf there are no complications, the pregnancy should be terminated at?","If there are no further complications, a pregnancy with pregnancy-induced hypertension is typically terminated near term, around 37 to 38 weeks of gestation. However, the exact timing should be decided by the healthcare provider based on the mother's specific condition and the baby's health.",0.9
4a9ce7e9-2bb8-4963-888d-5df043a436ac,"A 45 year male presents with delirium, increased body temperature, dryness, dilated pupils and HR 130/min. Possible diagnosis:","The symptoms you described suggest Anticholinergic Toxicity. However, a medical professional should assess this patient for a concrete diagnosis.",0.5
ed7da8c0-e8fc-408c-92e1-a1ea68bbcc5a,"A 32 weeks pregnant woman presented with intermittent abdominal pain and vaginal discharge, on analysis of the cervicovaginal discharge showed fibronectin. What is the probable diagnosis?",The probable diagnosis is preterm labor. Fetal fibronectin in cervicovaginal discharge is a biomarker often associated with preterm labor.,1
e85f2b59-5d0e-4e90-a0c3-6d4f5d8060a0,A patient who has been wearing denture for quite long time reported with flabby tissue behind the ridge. What will be the most likely diagnosis?,"The most likely diagnosis for the patient would be Epulis Fissuratum, also known as Denture Induced Fibrous Hyperplasia.
",1
9b433520-5a70-4cbf-ba38-83eb19b653ab,A middle-aged woman is revealed to have subepithelial bullae with granular IgA deposits on basement membrane and she has some degree of gluten sensitivity. What is the diagnosis?,"The diagnosis is likely Dermatitis Herpetiformis, a skin condition linked to gluten sensitivity.",1
