id,question,cop,opa,opb,opc,opd
fa2967bb-485f-4dad-9d6c-71db16a5b2e5,"A 16 year old student reported for the evaluation of multiple hypopigmented macules on the trunk and limbs.All of the following tests are useful in making a diagnosis of leprosy, except –",1,Sensation testing,Lepromin test,Slit smears,Skin biopsy
de7ac38e-d08f-4323-9d1c-cf8b00fddab7,A 3 years old boy presented with fever with pain in the throat and difficulty in deglutition. On examination following findings are seen. What is the most likely diagnosis?,0,Peritonsillar abscess,Parapharyngeal abscess,Ludwig's angina,Retropharyngeal abscess
bd20d1fa-9e46-42cf-96ad-bc776eec6540,"An 8-hour-old term infant develops increased respiratory distress, hypothermia, and hypotension. A complete blood count (CBC) demonstrates a white blood cell (WBC) count of 2500/mL with 80% bands. The chest radiograph is shown below. Which of the following is the most likely diagnosis?",2,Congenital syphilis,Diaphragmatic hernia,Group B streptococcal pneumonia,Transient tachypnea of the newborn
13c6d74a-cbb1-4455-a2d8-c23314b84072,A patient presents to the emergency department with uniocular diplopia. Examination with oblique illumination shows golden crescent while examination with coaxial illumination show a dark crescent line. Which of the following is the most likely diagnosis –,3,Lenticonus,Coloboma,Microspherophakia,Ectopia lentis
449d6278-3734-4fcb-b39c-9608781cfd7c,"A patient presents with Ahritis, hyperpigmentation of skin and hypogonadism, likely diagnosis is.",0,Hemochromatosis,Ectopic ACTH secreting tumour of the lung,Wilson's disease,Rheumatoid ahritis
10fb2660-eda5-411a-8b91-a956eb8bddf6,A 16-year-old girl with primary amenorrhea comes to OPD with bilateral inguinal swelling. She has normal breast development with no pubic hair. USG shows absent uterus. The diagnosis is:,0,Androgen insensitivity syndrome,Turner syndrome,Mullerian agenesis,Klinefelters Syndrome
c3639327-dc10-4a69-a63c-14cf56b71d72,"A 8 years boy with headache, supracellar mass, with bilateral hemianopia, showing the following MRI scan of head. What is the diagnosis",0,Craniopharyngioma,Pituitary apoplexy,Nasopharyngeal fibroma,Hypothalamic glioma
f8ba7301-121a-479d-9340-514301b354d5,"A 40 year old female reports of sudden bouts of anxiety which would occur anytime and associated with sweating, palpitation, derealization, and feeling of going crazy. These episodes would last for 20 -25 minutes. So much so that she fears of having these episodes in future. All routine investigations are normal. What is the diagnosis?",2,Generalized anxiety disorder,Obsessive-compulsive disorder,Panic disorder,Tourette's syndrome
fce59ebf-c07e-4ffc-9c94-c93da3164977,"Vasanti, a 25-year-old-girl, presents with complaints of fever and weakness. On examination there is splenomegaly of 3 cm below the costal margin.Hb is 8 gm/dL, TLC is 3,000/mm3 , platelet count is 80,000 mm3. Which of the following is the least likely diagnosis -",2,Acute lymphocytic leukemia,Anemia of chronic disease,Aplastic anemia,Megaloblastic anemia
103017e3-b606-4e18-8dbf-16bd7144f2a8,"A 60-year-old woman with no past medical history has an elevated blood pressure of 165/80 mm Hg on routine evaluation. Repeated measurements over the next month confirm the elevated pressure. Physical examination, routine blood count, and biochemistry are all normalFor patient with high blood pressure, select the most appropriate medication",0,thiazides,spironolactone,clonidine,prazosin
2d48cae1-1034-49c4-ac7f-c149443edd6d,A male patient 56 year old complains of swelling in legs. He is a known case of hypertension and is under treatment. On general physical examination pitting oedema is seen on legs and TSH level 3mU/L. Which of the following is not a cause of this condition?,3,Increase in hydrostatic pressure,Decreased colloid osmotic pressure,Due to lymphatic obstruction,Myxedema
ffeefa0f-de35-453f-84ea-6873d9cec9bb,Which one of the following is the treatment of choice in a child with inguinal hernia,2,Bassini's repair,Shouldice repair,Herniotomy alone,Lichtenstein reapir
4fd5e89b-9ec7-4917-9c75-e46af0336940,An 18 yr old male presents with massive hematemesis; he has history of fever for the past 14 days for which he was managed with drugs; moderate splenomegaly is present; diagnosis is:,2,NSAID induced duodenal ulcer,Drug induced gastritis,Esophageal varices,None of the above.
36d41b07-8c5a-4823-85f3-f3b9bc433ee1,A 60 year old male was diagnosed as carcinoma right lung. On CECT chest there was a tumor of 5 ✕ 5 cm in upper lobe and another 2 ✕ 2 cm size tumor nodule in middle lobe. The primary modality of treatment is -,2,Radiotherapy,Chemotherapy,Surgery,Supportive treatment
a548535f-9998-402b-92f7-dd94627040e6,A 66-year-old man with obstructive jaundice is found on ERCP to have periampullary carcinoma. He is otherwise in excellent physical shape and there is no evidence of metastasis. What is the most appropriate treatment?,0,Radical excision (Whipple procedure) where possible,Local excision and radiotherapy,External radiotherapy,Internal radiation seeds via catheter
ad5dc668-ec74-4e7a-8acf-318d29fc0196,An 8 year old boy presented with fever and bilateral cervical lymphadenopathy with prior history of sore throat. There was no hepatomegaly. The peripheral blood smear shows >20% lympho plasmacytoid cells. The most likely diagnosis is:,1,Tuberculosis,Infectious Mononucleosis,Acute lymphoblastic leukemia,Influenza
68ff9908-2480-44a0-b76d-a50dd05032f9,"A 60-year-old man with diabetes acutely develops double vision and discomfort in his left eye. On examination, there is ptosis of the left eyelid, the eye is rotated down and out, and the pupil is 3 mm and reactive to light. The right eye is normal. Which of the following is the most likely diagnosis?",2,fourth nerve palsy,diabetic autonomic neuropathy,third nerve palsy,sixth nerve palsy
05a8b60e-7619-4b98-bbab-9ad7883ab979,"A young male presents with fever, followed by headache, confusion, focal seizures and right hemiparesis. MRI shows bilateral frontotemporal hyperintense lesion. Which of the following is the most likely diagnosis?",1,Acute pyogenic meningitis,Herpes simplex encephalitis,Neurocysticercosis,Carcinomatous meningitis
f5213ada-efac-491a-90e1-2d3d09e0e588,A patient with blood pressure of 90/60 mm Hg presents with pronounced cyanosis. Blood drawn from peripheral veins is observed to be chocolate brown in colour. The most likely diagnosis is:,0,Methaemoglobinemia,Hypovolemic shock,Cardiogenic shock,Hemorrhagic shock
de396e96-6668-4cca-9bd7-e69620d07ee5,"A pregnant woman with fibroid uterus develops acute pain in abdomen with low grade fever and mild leucocytosis at 28 weeks ,the most likely diagnosis is",2,Preterm labour,Torsion of fibroid,Red degeneration of fibroid,Infection in fibroid
1c552dc4-e2aa-4f81-9f5a-347433c806fd,Which one of the following surgical procedures is considered to have a clean-contaminated wound ?,0,Elective open cholecystectomy for cholelithiasis,Herniorrhaphy with mesh repair,Herniorrhaphy with mesh repair,Appendectomy with walled off abscess
f4802146-6def-4136-905e-6f2d462b0cf7,"A 63-year-old man with insulin-dependent diabetes develops a black, crusting lesion in the nose and left maxillary sinus. Biopsy reveals nonseptate hyphae, which confirms the diagnosis of what? SELECT ONE.",3,Erysipelas,Eczema,Scarlet fever,Mucor mycosis
1ef63795-7bef-4c88-8824-9d6ea36b147c,"A patient developed breathlessness and chest pain, on second postoperative day after a total hip replacement. Echo-cardiography showed right ventricular dilatation and tricuspid regurgitation. What is the most likely diagnosis?",1,Acute MI,Pulmonary embolism,Hypotensive shock,Cardiac tamponade
f0e1adc0-eeb7-43ed-b013-27f0a855961f,"A 23-year-old woman is noticed to have irregular pupils on routine examination. She has 1 large pupil, which has minimal response to light stimulation, but it does respond to accommodation. The eye movements are normal and she experiences no double vision.For the above patient with a pupillary abnormality, select the most likely diagnosis.",2,essential anisocoria,Horner syndrome,tonic pupils (Holmes-Adie syndrome),Argyll Robertson pupils
7c2228ca-b770-4cd6-b018-66056347cfb9,"A 20 year old boy c/o hearing of voices, aggressive behavior since 2 days. He has fever since 2 days. When asked to his family, they say that he has been muttering to self and gesticulating. There is no of psychiatric illness. Likely diagnosis is:",1,Dementia,Acute psychosis,Delirium,Delusional disorder
a29bb139-1b53-463c-b01d-8c6404f7f06d,"30 year old patient with pain in right hypochondrium for 5 days with soft and tender liver and intercostal tenderness. He complains of catch in breath on inspiration and has a non productive cough. On examination the lung fields are clear, patient looks pale and emaciated. Probable diagnosis is",0,Amoebic liver abscess,Pyogenic live abscess,Hydatid cyst,Hepatic adenoma
9309b256-ce0c-4567-b8a9-98b29e161a19,"A 55 year old diabetic man is brought to the emergency room in an unresponsive state. The following laboratory values are obtained: PCO2 19 mm Hg, HCO3 11 mEq/L, and pH 6.9. The most appropriate immediate treatment of this patient is ?",2,Administration of an oral hypoglycemic agent,Administration of bicarbonate,Administration of insulin,Close observation only
a74a722b-ad8e-46e3-9cfb-c685d477344d,"During laryngoscopy and intubation procedure, all of these are true, except:",3,A slight pressure may be applied at the cricoid cailage,The laryngoscope is held in the right hand introduced from the right side of the patient,The neck is flexed with extension at the atlanto!occipital joint,"After inseion of laryngoscope, it is levered on the upper incisor to pull up the tongue and visualize the vocal cords"
69d9e480-742a-4692-9ef8-8cdf1d99da4e,76 year old man presents with lytic lesion in the vebrae. X-Ray skull showed multiple punched out lesions. The diagnosis is,1,Metastasis,Multiple myeloma,Osteomalacia,Hyperparathyroidism
ea5f1823-e6eb-443b-a8ba-fd006d951f58,"A 38-year-old gentleman repos of decreased hearing in the right ear for the last two years. On testing with a 512 Hz tuning fork, the Rinne&;s test without masking is negative in the right ear and positive on the left ear. With Weber&;s test, the tone is perceived as louder in the right ear. The most likely diagnosis in the patient is",0,Right conductive hearing loss,Right sensorineural hearing loss,Left sensorineural hearing loss,Left conductive hearing loss
8bc8d3dd-c2a1-417c-a3e9-a02b0d4a1107,"A 25year old male presents with painless sudden loss of vision, ocular and systemic examination is not contributory. What is probable diagnosis",1,Retinal detachment,Eale's disease,Glaucoma,Cataract
adbbdcc1-24c8-4e6c-9f6f-00a7c65a9ca7,A patients complains of occasional vomiting of food paicles eaten a few days ago. His wife repos that his breath smells foul. The most likely diagnosis is ?,3,Pyloric obstruction,Carcinoma stomach,Carcinoma esophagus,Achalasia cardia
5f09a2dc-d2d5-4c09-9037-7ab4d6083e3b,An 80 year old male presents to OPD with c/o rapidly enlarging neck mass and Hoarseness of voice . He gives a history of untreated papillary carcinoma of thyroid . What would be the likely diagnosis?,3,Medullary thyroid cancer,Huhle cell carcinoma,Papillary thyroid cancer,Anaplastic thyroid cancer
62478e16-22da-4330-bb17-882ba3d575ba,"A 50-years-old male Raju, presents with occasional dysphagia for solids, regurgitation of food and foul smelling breath. Probable diagnosis is:",1,Achalasia cardia,Zenker's diveiculum,CA esophagus,Diabetic gastroparesis
5def7c8a-7647-4298-8a56-63a1be239920,"Ramkali bai, a 35-year-old female presented with a one-year history of menstrual irregularity and galactorrhoea. She also had off and on headache, her examination revealed bitemporal superior quadrantanopia. Her fundus examination showed primary optic atrophy. Which of the following is a most likely diagnosis in this case -",1,Craniopharyngioma,Pituitary macroadenoma,Ophthalamic IcA Aneurysm,Chiasmal Glioma
d1479b93-cb4d-4e37-b336-49c121114d19,A young female patient with long history of sinusitis presented with frequent fever along with personality changes and headache of recent origin. The fundus examination revealed papilledema. The most likely diagnosis is -,0,Frontal lobe abscess,Meningitis,Encephalitis,Frontal bone osteomyelitis
dbdd7db5-6c9e-4978-8de8-2fc2b07fcbd7,"A young girl presents with primary amenorrhoea, grade V thelarche, grade II pubarche and no axillary hair. The most probable diagnosis is",0,Testicular feminization,Mullerian agenesis,Turner syndrome,Gonadal dysgenesis
